audio|text_scribe
audio_files/Ind063_M_J_C_news_2046.wav|bagi yayuk
audio_files/Ind009_F_U_C_news_0292.wav|masyarakat pernah membentuk zona-zona netral
audio_files/Ind073_F_S_C_news_2442.wav|spanduk orasi
audio_files/Ind007_M_J_C_news_0208.wav|walau acara yang disajikan cukup heboh
audio_files/Ind004_F_S_C_news_0197.wav|ditemukannya jenazah sertu roy irawan
audio_files/Ind033_F_U_C_news_1143.wav|dengan cara memperpanjang birokrasi pengurusan berbagai izin dan dokumen
audio_files/Ind086_M_S_C_news_2852.wav|sugyati menuturkan
audio_files/Ind087_M_J_C_news_2853.wav|untung bomnya tidak meledak di sini
audio_files/Ind100_M_B_C_news_0082.wav|lalu dia mulai ngebut
audio_files/Ind080_M_S_C_news_2707.wav|taman intan nginden
audio_files/Ind050_F_S_C_news_1683.wav|mufti fajar
audio_files/Ind010_F_S_C_news_0299.wav|yang penting ukhuwah islamiyah tetap dijaga katanya
audio_files/Ind071_M_J_C_news_2326.wav|tony adams
audio_files/Ind004_F_S_C_news_0194.wav|tanah longsor itu juga menyapu empat sepeda motor
audio_files/Ind023_M_J_C_news_0748.wav|dirjen perimbangan keuangan pusat dan daerah machfudz sidik
audio_files/Ind069_M_U_C_news_2303.wav|urai mahfud
audio_files/Ind027_F_S_C_news_0875.wav|mereka enggak percaya
audio_files/Ind099_M_J_C_news_0147.wav|david seaman
audio_files/Ind089_M_U_C_news_2979.wav|dalam artikel tersebut
audio_files/Ind046_F_S_C_news_1563.wav|misalnya penyakit asma atau epilepsi
audio_files/Ind083_M_B_C_news_2794.wav|urai yusuf
audio_files/Ind005_F_S_C_news_0227.wav|demikian bunyi imbauan para pemimpin asean
audio_files/Ind069_M_U_C_news_2280.wav|kami anggap penyimpangan karena akad kredit baru dibuat belakangan
audio_files/Ind094_M_S_C_news_3081.wav|berbagai ucapan presiden yang dianggap pelanggaran haluan negara
audio_files/Ind035_M_J_C_news_1132.wav|riwud padmadi
audio_files/Ind038_F_U_C_news_1235.wav|adapun terhadap tersangka buloggate lainnya
audio_files/Ind060_M_U_C_news_1962.wav|musyawarah nasional teknik
audio_files/Ind009_F_U_C_news_0363.wav|saat serangan terjadi rumsfeld berada di ruangannya namun selamat
audio_files/Ind074_M_J_C_news_2437.wav|yang dinilainya berbahaya
audio_files/Ind078_M_B_C_news_2603.wav|sintuwu maroso
audio_files/Ind015_F_S_C_news_0483.wav|seloroh hasyim
audio_files/Ind057_M_J_C_news_1888.wav|sofian effendi rektor baru ugm
audio_files/Ind007_M_J_C_news_0299.wav|yang penting ukhuwah islamiyah tetap dijaga katanya
audio_files/Ind046_F_S_C_news_1559.wav|maka suasana harmoni wilayah diy akan terganggu
audio_files/Ind097_M_J_C_news_0066.wav|ijab kabul
audio_files/Ind091_F_S_C_news_3054.wav|menurut egi
audio_files/Ind051_M_S_C_news_1658.wav|ndak ada
audio_files/Ind077_M_J_C_news_2558.wav|sebab hingga saat ini
audio_files/Ind070_M_U_C_news_2282.wav|tsunami hingga senin kemarin belum muncul
audio_files/Ind059_M_S_C_news_1962.wav|musyawarah nasional teknik
audio_files/Ind011_F_U_C_news_0409.wav|presiden mensyukuri
audio_files/Ind065_M_U_C_news_2160.wav|israel klaim mundur dari ramallah dan nablus
audio_files/Ind023_M_J_C_news_0759.wav|nggak mau orang jawa
audio_files/Ind099_M_J_C_news_0144.wav|sampai chrisye
audio_files/Ind005_F_S_C_news_0223.wav|achyar ilyas
audio_files/Ind029_F_S_C_news_0944.wav|kalbe farma
audio_files/Ind089_M_U_C_news_2968.wav|sekitar tiga juta pegawai ada di daerah
audio_files/Ind035_M_J_C_news_1170.wav|menyadari bahwa bangau adalah korban kecelakaan yang sudah dimakamkan
audio_files/Ind049_M_S_C_news_1688.wav|rencana hijau kota
audio_files/Ind061_F_S_C_news_1998.wav|menyoroti mode
audio_files/Ind088_M_S_C_news_2962.wav|apa pendapat anda terhadap gejala ini
audio_files/Ind091_F_S_C_news_2995.wav|dan tanah gocap
audio_files/Ind068_M_S_C_news_2292.wav|demikian pernyataan pers forum asia di bangkok
audio_files/Ind077_M_J_C_news_2609.wav|namun itu masih membutuhkan survei lebih lanjut
audio_files/Ind029_F_S_C_news_1002.wav|atau truk
audio_files/Ind009_F_U_C_news_0280.wav|ya pandai menulis
audio_files/Ind041_F_U_C_news_1357.wav|bom beracun
audio_files/Ind099_M_J_C_news_0128.wav|yusuf zakir
audio_files/Ind001_F_B_C_news_0099.wav|pemprov jateng menunda hujan buatan
audio_files/Ind051_M_S_C_news_1755.wav|syafnil armen
audio_files/Ind083_M_B_C_news_2712.wav|terasa semarak namun khidmat
audio_files/Ind072_M_J_C_news_2370.wav|jadi tidak benar jika dikatakan sebagai forum ngerumpi
audio_files/Ind087_M_J_C_news_2855.wav|kehidupan keluarga amrozi dan saudaranya
audio_files/Ind014_M_U_C_news_0431.wav|kau ibrahim hassan
audio_files/Ind003_M_U_C_news_0174.wav|pasir itu akan turun tiba-tiba dalam tonase amat besar
audio_files/Ind073_F_S_C_news_2474.wav|cuma konteksnya
audio_files/Ind059_M_S_C_news_1926.wav|hasto admojo
audio_files/Ind058_M_S_C_news_1887.wav|kata presiden francisco flores di televisi
audio_files/Ind028_F_J_C_news_0976.wav|sesuai sistem di jepang
audio_files/Ind066_F_J_C_news_2148.wav|bukan tidak mungkin tim panser itu akan merangsek jauh
audio_files/Ind067_M_S_C_news_2282.wav|tsunami hingga senin kemarin belum muncul
audio_files/Ind051_M_S_C_news_1663.wav|ujar drajat
audio_files/Ind098_M_B_C_news_0112.wav|zarnubi enggan menjelaskan secara detil
audio_files/Ind033_F_U_C_news_1119.wav|bukan njop
audio_files/Ind086_M_S_C_news_2815.wav|namun uud yang terlampau rinci juga akan membingungkan
audio_files/Ind064_F_U_C_news_2167.wav|kain seprei dan segala-galanya
audio_files/Ind097_M_J_C_news_0046.wav|dan tunai
audio_files/Ind097_M_J_C_news_0035.wav|itu risiko akhir
audio_files/Ind055_F_J_C_news_1844.wav|tukang parkir di depan toko emas itu
audio_files/Ind083_M_B_C_news_2746.wav|pengacara agfar
audio_files/Ind082_M_B_C_news_2738.wav|pengganti duta besar brunei untuk indonesia
audio_files/Ind014_M_U_C_news_0439.wav|membaiknya bursa regional dan global dan pemangkasan suku bunga eropa
audio_files/Ind017_F_S_C_news_0542.wav|ia juga hengkang dari pondok pesantren citeureup
audio_files/Ind094_M_S_C_news_3134.wav|kaditserse enggan mengungkapkan hasil pemeriksaan terhadap tujuh orang saksi
audio_files/Ind029_F_S_C_news_0988.wav|sebaliknya korsel tetap ngotot untuk mengejar
audio_files/Ind057_M_J_C_news_1945.wav|jangan terkejut jika brasil atau inggris
audio_files/Ind031_M_J_C_news_1065.wav|kata glenn
audio_files/Ind098_M_B_C_news_0105.wav|pemprov sulteng diharapkan bisa menyosialisasikan rencana tersebut kepada masyarakat
audio_files/Ind027_F_S_C_news_0912.wav|katanya disambut riuh wartawan
audio_files/Ind016_M_J_C_news_0537.wav|tanpa syarat
audio_files/Ind084_M_B_C_news_2824.wav|fragmentasi sosial
audio_files/Ind043_F_U_C_news_1446.wav|diantarkan seorang kurir yang diyakini bisa menembus ke abdullah syafii
audio_files/Ind031_M_J_C_news_1027.wav|atau pihak yudikatif
audio_files/Ind036_F_S_C_news_1228.wav|gus dur nggak mungkin mau mundur
audio_files/Ind018_F_S_C_news_0580.wav|kodim dan satpol pp pemkab jepara
audio_files/Ind039_F_U_C_news_1326.wav|kabag pembinaan hukum mayjend manurung
audio_files/Ind084_M_B_C_news_2755.wav|di antara yang masih buron terdapat saudara syaiful abdul gani
audio_files/Ind094_M_S_C_news_3124.wav|dipenuhi warga
audio_files/Ind061_F_S_C_news_2002.wav|kalau spanyol gagal melangkah ke final
audio_files/Ind098_M_B_C_news_0101.wav|saya berani jamin tidak akan pernah ada jendral mbalelo
audio_files/Ind036_F_S_C_news_1190.wav|burhanuddin masih optimistis pinjaman imf cair pertengahan agustus
audio_files/Ind089_M_U_C_news_2990.wav|terdiri dari para cerdik pandai yang mumpuni dalam bidangnya
audio_files/Ind056_M_S_C_news_1870.wav|sutiyoso enggan berkomentar
audio_files/Ind040_F_J_C_news_1349.wav|kepala dinas hingga level camat
audio_files/Ind083_M_B_C_news_2709.wav|memangnya gue ini siapa
audio_files/Ind036_F_S_C_news_1185.wav|kan kacau ini
audio_files/Ind100_M_B_C_news_0117.wav|abdul muhyi juga menyatakan
audio_files/Ind011_F_U_C_news_0349.wav|dengan istigfar
audio_files/Ind049_M_S_C_news_1626.wav|ukhman mengidap penyakit penyempitan pembuluh darah itu
audio_files/Ind087_M_J_C_news_2848.wav|masak mau abstain terus kan enggak bisa
audio_files/Ind085_M_J_C_news_2819.wav|ditinjau ulang
audio_files/Ind077_M_J_C_news_2559.wav|khrisna murti
audio_files/Ind013_M_U_C_news_0466.wav|tidak dikawal khusus
audio_files/Ind032_M_S_C_news_1103.wav|pemberian vaksin itu harus melewati fase uji coba
audio_files/Ind037_F_B_C_news_1260.wav|kata yanusa menirukan perkataan manteb dalam bahasa jawa halus
audio_files/Ind009_F_U_C_news_0267.wav|selanjutnya cencen membuka amplop coklat tersebut sembari menelepon
audio_files/Ind051_M_S_C_news_1685.wav|smith menjawab
audio_files/Ind060_M_U_C_news_2027.wav|yakni sebuah bakteri yang masuk dalam spesies anthrax
audio_files/Ind004_F_S_C_news_0203.wav|tiap akhir pekan
audio_files/Ind073_F_S_C_news_2416.wav|eurico ditangkap
audio_files/Ind033_F_U_C_news_1056.wav|setelah wukuf
audio_files/Ind002_M_S_C_news_0136.wav|lanjut kwik
audio_files/Ind086_M_S_C_news_2858.wav|usai bertemu dubes hongaria
audio_files/Ind085_M_J_C_news_2780.wav|cuma bikin kesel hati
audio_files/Ind016_M_J_C_news_0565.wav|kata aldouri
audio_files/Ind020_F_J_C_news_0666.wav|keluh novi
audio_files/Ind028_F_J_C_news_0925.wav|dalam daftar tokoh orba versi baru itu
audio_files/Ind100_M_B_C_news_0160.wav|cukup nikmatilah entah itu remaja
audio_files/Ind021_M_J_C_news_0713.wav|penderitaan para korban yang lazim disebut jugun ianfu
audio_files/Ind038_F_U_C_news_1283.wav|wajar saja jika peraturan tersebut harus direview kembali
audio_files/Ind024_F_S_C_news_0798.wav|hotel hendak ditutup karyawan patra jasa bali resah
audio_files/Ind049_M_S_C_news_1587.wav|kecuali jembatan tol yang dijadikan peneduh
audio_files/Ind009_F_U_C_news_0285.wav|kapasitas angkut kapal reguler tawau-nunukan terbatas
audio_files/Ind029_F_S_C_news_1025.wav|sebab filosofi wto adalah meningkatkan taraf hidup masyarakat
audio_files/Ind038_F_U_C_news_1275.wav|jalan bebas hambatan pun ramai warung
audio_files/Ind079_F_S_C_news_2629.wav|daripada mereka ngotot terus nggak dapat apa-apa
audio_files/Ind082_M_B_C_news_2772.wav|namun karena ada prasangka akhirnya pansus buloggate pun dibentuk
audio_files/Ind008_F_U_C_news_0285.wav|kapasitas angkut kapal reguler tawau-nunukan terbatas
audio_files/Ind093_M_S_C_news_3048.wav|jalan dieng
audio_files/Ind019_F_U_C_news_0598.wav|teriak josis siswoyo
audio_files/Ind095_M_S_C_news_0017.wav|meskipun pekerjaannya penjual cendol
audio_files/Ind053_M_S_C_news_1815.wav|kalau lebih nggak boleh
audio_files/Ind005_F_S_C_news_0233.wav|pedagang warteg piringnya pecah semua akibat banjir
audio_files/Ind013_M_U_C_news_0490.wav|sebagai contoh pemkab bogor
audio_files/Ind050_F_S_C_news_1680.wav|kakak kandung atau saudara kandung lainnya
audio_files/Ind052_M_S_C_news_1704.wav|kecelakaan di gunung lawu itu
audio_files/Ind060_M_U_C_news_2033.wav|jangan terlampau pagi
audio_files/Ind001_F_B_C_news_0015.wav|hal itu dapat dipertanggungjawabkan serta memenuhi persyaratan rencana kerja syarat
audio_files/Ind061_F_S_C_news_2001.wav|koordinator instansi kehutanan pusat di provinsi jambi syamsul huda
audio_files/Ind076_F_B_C_news_2549.wav|daerah yang paling dikhawatirkan adalah zone inti
audio_files/Ind004_F_S_C_news_0137.wav|kalau nilainya turun
audio_files/Ind017_F_S_C_news_0627.wav|serta daud gozali
audio_files/Ind082_M_B_C_news_2778.wav|didampingi ibunya rosbiri rining bangau mampu berjalan biasa
audio_files/Ind068_M_S_C_news_2254.wav|yusril khawatir
audio_files/Ind097_M_J_C_news_0061.wav|baik merek
audio_files/Ind033_F_U_C_news_1150.wav|roy berargumen
audio_files/Ind014_M_U_C_news_0517.wav|hal ini didukung gubernur kalsel sjachriel darham yang mengatakan demikian
audio_files/Ind003_M_U_C_news_0092.wav|kalau terlampau kendor
audio_files/Ind066_F_J_C_news_2240.wav|dan penyebab mekanis
audio_files/Ind040_F_J_C_news_1347.wav|teguh menilai slamet sebagai orang yang rajin
audio_files/Ind010_F_S_C_news_0341.wav|istri gofar
audio_files/Ind065_M_U_C_news_2202.wav|entoy surachman
audio_files/Ind053_M_S_C_news_1778.wav|atau apa
audio_files/Ind086_M_S_C_news_2891.wav|platform yang dia maksud
audio_files/Ind006_M_J_C_news_0217.wav|tegas mbah jenggot
audio_files/Ind073_F_S_C_news_2389.wav|kacau semua
audio_files/Ind035_M_J_C_news_1210.wav|menutup pidatonya
audio_files/Ind011_F_U_C_news_0337.wav|namun yusuf enggan menjelaskan identitas dua tahanan itu
audio_files/Ind055_F_J_C_news_1818.wav|kepala divisi kampanye walhi sulawesi tengah
audio_files/Ind026_F_S_C_news_0834.wav|mereka juga telah mengenal konsep globalisasi dengan baik
audio_files/Ind052_M_S_C_news_1785.wav|burung cenderawasih
audio_files/Ind051_M_S_C_news_1714.wav|namun tarigan tidak memeriksa lebih lanjut sebab khawatir akan meledak
audio_files/Ind071_M_J_C_news_2417.wav|ia menilai syamsul muarif hanya melakukan garis kebijakan partai
audio_files/Ind036_F_S_C_news_1252.wav|saya khawatir
audio_files/Ind041_F_U_C_news_1364.wav|kalau obyek vital itu terganggu
audio_files/Ind100_M_B_C_news_0141.wav|bayi sembilan bulan diculik
audio_files/Ind059_M_S_C_news_1950.wav|buku subversi
audio_files/Ind018_F_S_C_news_0645.wav|pengambilan aset hingga ke upaya paksa badan
audio_files/Ind047_M_J_C_news_1578.wav|tak urung dia risau menghadapi hari esok
audio_files/Ind035_M_J_C_news_1206.wav|nugroho hanya bilang bahwa pihak ketiga itu bukan dari militer
audio_files/Ind040_F_J_C_news_1370.wav|jika abdurrahman wahid turun
audio_files/Ind082_M_B_C_news_2693.wav|ungkap listyo
audio_files/Ind003_M_U_C_news_0098.wav|syarat-syaratnya apa
audio_files/Ind015_F_S_C_news_0508.wav|atau hewan piaraan
audio_files/Ind065_M_U_C_news_2145.wav|ade ahmad cuma pemborong kecil-kecilan
audio_files/Ind044_M_J_C_news_1438.wav|menag tolhah hassan
audio_files/Ind071_M_J_C_news_2349.wav|contoh alergen antara lain adalah tungau debu rumah
audio_files/Ind086_M_S_C_news_2841.wav|sebab tidak ada nama sihaloho di situ
audio_files/Ind023_M_J_C_news_0738.wav|selain itu ia merasa usianya sudah cukup uzur untuk menjabat
audio_files/Ind003_M_U_C_news_0171.wav|kata hoegeng lagi
audio_files/Ind069_M_U_C_news_2273.wav|dan jelas wewenang dari pelaksananya serta sah panggilannya
audio_files/Ind028_F_J_C_news_0918.wav|penduduk zimbabwe meninggalkan rumah menuju tempat pemilihan terdekat
audio_files/Ind032_M_S_C_news_1083.wav|pos darurat itu disokong bahu-membahu oleh aparat pemerintah daerah
audio_files/Ind085_M_J_C_news_2838.wav|sampai saat ini polda belum panggil fariz karena belum diperlukan
audio_files/Ind051_M_S_C_news_1687.wav|pemilik warteg di kebon nanas
audio_files/Ind033_F_U_C_news_1081.wav|dan dari prasetyo utomo anderson
audio_files/Ind016_M_J_C_news_0530.wav|sehelai seprei menutup badannya
audio_files/Ind067_M_S_C_news_2212.wav|ke oditur militer
audio_files/Ind060_M_U_C_news_1975.wav|setelah diadakan survei lapangan
audio_files/Ind024_F_S_C_news_0803.wav|pemerintah akan memberlakukan nomor pokok wajib zakat
audio_files/Ind027_F_S_C_news_0933.wav|ivan ashar selaku menejer ramako
audio_files/Ind002_M_S_C_news_0073.wav|jadi cina tidak perlu jauh-jauh membeli ke australia atau qatar
audio_files/Ind044_M_J_C_news_1428.wav|dan dzulhijjah
audio_files/Ind083_M_B_C_news_2760.wav|dalam upaya membuktikan klaimnya
audio_files/Ind006_M_J_C_news_0229.wav|sayed hoesainy
audio_files/Ind031_M_J_C_news_1073.wav|ujungpangkah gresik
audio_files/Ind024_F_S_C_news_0827.wav|disertai edi sunyoto
audio_files/Ind076_F_B_C_news_2509.wav|itu soal yang terlalu detail kita anggap
audio_files/Ind031_M_J_C_news_1096.wav|elang coklat
audio_files/Ind061_F_S_C_news_2059.wav|beda antara dokumen milik kwik dan putu
audio_files/Ind050_F_S_C_news_1711.wav|yaitu kasus brunaigate dan bulogate
audio_files/Ind003_M_U_C_news_0173.wav|penyewanya adalah seseorang bernama leo chandra
audio_files/Ind094_M_S_C_news_3069.wav|atau kuwait
audio_files/Ind079_F_S_C_news_2617.wav|beberapa waktu lalu syamsul nursalim pernah dipanggil dpr
audio_files/Ind022_M_U_C_news_0751.wav|ujar fajri
audio_files/Ind070_M_U_C_news_2328.wav|elza enggan berkomentar dan berusaha menghindari wartawan
audio_files/Ind086_M_S_C_news_2862.wav|kalau ideologis
audio_files/Ind051_M_S_C_news_1692.wav|gam tawarkan dialog sesuai kerangka jenewa
audio_files/Ind040_F_J_C_news_1291.wav|amar makruf nahi mungkar dan sebagainya
audio_files/Ind093_M_S_C_news_3065.wav|kabinet kaki empat
audio_files/Ind077_M_J_C_news_2510.wav|partai republik
audio_files/Ind018_F_S_C_news_0660.wav|menurut syed hamid albar
audio_files/Ind085_M_J_C_news_2807.wav|dan kedubes swiss
audio_files/Ind077_M_J_C_news_2617.wav|beberapa waktu lalu syamsul nursalim pernah dipanggil dpr
audio_files/Ind065_M_U_C_news_2119.wav|mesiu itu tidak dijual sembarangan ujarnya
audio_files/Ind028_F_J_C_news_0907.wav|kalau ramai
audio_files/Ind042_M_U_C_news_1402.wav|hal itu diungkapkan haryono eddyartono
audio_files/Ind046_F_S_C_news_1489.wav|menurut fujiwara
audio_files/Ind034_F_U_C_news_1096.wav|elang coklat
audio_files/Ind078_M_B_C_news_2629.wav|daripada mereka ngotot terus nggak dapat apa-apa
audio_files/Ind027_F_S_C_news_0909.wav|kau taruh di mana mobilnya cepat bawa ke depan
audio_files/Ind013_M_U_C_news_0504.wav|aliran modal swasta yang keluar neto
audio_files/Ind019_F_U_C_news_0690.wav|ada kekhawatiran
audio_files/Ind031_M_J_C_news_1008.wav|tidak boikot
audio_files/Ind063_M_J_C_news_2139.wav|atau jawa
audio_files/Ind056_M_S_C_news_1834.wav|dan tasya
audio_files/Ind078_M_B_C_news_2647.wav|kalau tetap nekat
audio_files/Ind096_M_J_C_news_3167.wav|brigade fasilitas
audio_files/Ind074_M_J_C_news_2446.wav|maaf ya
audio_files/Ind047_M_J_C_news_1598.wav|menurut dwiyanto
audio_files/Ind044_M_J_C_news_1457.wav|demikian ucap bush
audio_files/Ind047_M_J_C_news_1603.wav|apalagi menyongsong era otonomi daerah
audio_files/Ind076_F_B_C_news_2477.wav|mana mungkin kau bisa membersihkan dirimu
audio_files/Ind076_F_B_C_news_2499.wav|tegas wiwoho
audio_files/Ind048_M_S_C_news_1594.wav|ahmad taher
audio_files/Ind023_M_J_C_news_0779.wav|aksi pengerahan massa ke ibu kota
audio_files/Ind051_M_S_C_news_1700.wav|untung aparat keamanan dari polres poso cepat turun tangan
audio_files/Ind039_F_U_C_news_1302.wav|harvey malaihollo
audio_files/Ind028_F_J_C_news_0910.wav|dirancang spesial
audio_files/Ind090_M_B_C_news_2976.wav|satu pucuk wolter rakitan
audio_files/Ind041_F_U_C_news_1323.wav|vonis terhadap hakim agung zendrato ditunda
audio_files/Ind034_F_U_C_news_1141.wav|selain untuk pembiayaan penyelesaian aktiva eks bank
audio_files/Ind055_F_J_C_news_1875.wav|kok nggak ditangkap
audio_files/Ind096_M_J_C_news_0028.wav|syafei gade
audio_files/Ind049_M_S_C_news_1592.wav|bangsa palestina menganggap jerusalem timur
audio_files/Ind095_M_S_C_news_3130.wav|ujar rizalt
audio_files/Ind015_F_S_C_news_0494.wav|ungkap rudi
audio_files/Ind099_M_J_C_news_0083.wav|atau depkeh
audio_files/Ind002_M_S_C_news_0118.wav|gintings juga menyayangkan
audio_files/Ind037_F_B_C_news_1205.wav|masing-masing syahrul
audio_files/Ind100_M_B_C_news_0097.wav|achmad kalla
audio_files/Ind005_F_S_C_news_0192.wav|dinilai eddy
audio_files/Ind024_F_S_C_news_0811.wav|nasib negara tidak hanya ditentukan oleh pihak eksekutif saja
audio_files/Ind062_M_J_C_news_2085.wav|sumbangan dari sultan brunei itu
audio_files/Ind037_F_B_C_news_1194.wav|wesel yang dimaksud
audio_files/Ind035_M_J_C_news_1164.wav|damai melalui dialog
audio_files/Ind076_F_B_C_news_2548.wav|pasti calo-calo baru
audio_files/Ind073_F_S_C_news_2386.wav|asumsi dasar feodalisme ialah bahwa manusia pada dasarnya tidak sama
audio_files/Ind077_M_J_C_news_2588.wav|mandumai dan pulang pisau
audio_files/Ind020_F_J_C_news_0700.wav|dalam posisinya yang relatif netral
audio_files/Ind012_M_J_C_news_0402.wav|menneg pan
audio_files/Ind030_F_U_C_news_1053.wav|yang ketika konsepnya tidak sesuai yang dipakai bosnya
audio_files/Ind092_M_S_C_news_3088.wav|soal nguping di mana bakal ada demonstrasi yang mengerahkan massa
audio_files/Ind017_F_S_C_news_0546.wav|sabarno enggan menjawab
audio_files/Ind090_M_B_C_news_3030.wav|selezat apa pun masakan
audio_files/Ind079_F_S_C_news_2628.wav|sistem ekonomi syariah
audio_files/Ind091_F_S_C_news_3079.wav|kapal-kapal feri mengangkut mayat-mayat menyeberangi sungai hudson
audio_files/Ind083_M_B_C_news_2790.wav|barang itu dicuri beserta kontainernya kata saleh
audio_files/Ind013_M_U_C_news_0480.wav|lava mengalir warga tunggu sirine
audio_files/Ind028_F_J_C_news_0952.wav|responden sangat menyesalkan berbagai pengekangan yang dilakukan rezim yang lampau
audio_files/Ind039_F_U_C_news_1353.wav|nilai ebtanas murni
audio_files/Ind037_F_B_C_news_1283.wav|wajar saja jika peraturan tersebut harus direview kembali
audio_files/Ind018_F_S_C_news_0658.wav|rezlan tetap menolak
audio_files/Ind100_M_B_C_news_0081.wav|mendadak kacau balau
audio_files/Ind071_M_J_C_news_2343.wav|yusuf muhammad
audio_files/Ind025_F_S_C_news_0822.wav|tegas kyai yang sangat disegani ini
audio_files/Ind029_F_S_C_news_0998.wav|kacau gitu
audio_files/Ind077_M_J_C_news_2541.wav|kata harunantyo
audio_files/Ind004_F_S_C_news_0100.wav|yang tidak menyediakan halte untuk perhentian kendaraan
audio_files/Ind016_M_J_C_news_0601.wav|lewat e-mail
audio_files/Ind023_M_J_C_news_0742.wav|kalau uang banyak
audio_files/Ind065_M_U_C_news_2147.wav|tarman azzam
audio_files/Ind030_F_U_C_news_1043.wav|siap nggak siap kita harus siap
audio_files/Ind085_M_J_C_news_2789.wav|senior superintenden zainal abidin
audio_files/Ind034_F_U_C_news_1108.wav|sebenarnya tommy ingin turun tangan sendiri menghabisi syafiuddin
audio_files/Ind071_M_J_C_news_2403.wav|biaya perawatan bajaj tidak merobek kantung
audio_files/Ind047_M_J_C_news_1533.wav|diet ia jaga dengan menu utama ayam ikan dan sayur-mayur
audio_files/Ind012_M_J_C_news_0459.wav|air yang ada di sungai itu
audio_files/Ind030_F_U_C_news_0981.wav|ibu fathur
audio_files/Ind057_M_J_C_news_1889.wav|masing-masing wira
audio_files/Ind022_M_U_C_news_0777.wav|bicaranya ngaco dan ngalor-ngidul
audio_files/Ind091_F_S_C_news_3069.wav|atau kuwait
audio_files/Ind099_M_J_C_news_0089.wav|roy tumpal pakpahan
audio_files/Ind095_M_S_C_news_3164.wav|dari ihwal itu
audio_files/Ind008_F_U_C_news_0257.wav|kalau nekat datang dengan rok pendek banget
audio_files/Ind086_M_S_C_news_2886.wav|beo nias
audio_files/Ind074_M_J_C_news_2504.wav|usai jumpa pers hari rabu
audio_files/Ind087_M_J_C_news_2856.wav|dan hughes
audio_files/Ind030_F_U_C_news_1046.wav|renny soulisa
audio_files/Ind041_F_U_C_news_1394.wav|bagai air bah dari sungai amazon
audio_files/Ind044_M_J_C_news_1434.wav|ponco tidak menjawab dengan tegas
audio_files/Ind040_F_J_C_news_1300.wav|sekretaris eksekutif ylki
audio_files/Ind021_M_J_C_news_0748.wav|dirjen perimbangan keuangan pusat dan daerah machfudz sidik
audio_files/Ind094_M_S_C_news_3149.wav|ambong optimis
audio_files/Ind039_F_U_C_news_1285.wav|mensesneg bilang begitu
audio_files/Ind014_M_U_C_news_0445.wav|ucap zaini
audio_files/Ind035_M_J_C_news_1171.wav|masalah aset swasta
audio_files/Ind010_F_S_C_news_0316.wav|kalau syahril divonis
audio_files/Ind073_F_S_C_news_2456.wav|arief biki
audio_files/Ind012_M_J_C_news_0419.wav|polda metro ungkap kasus narkotik di tanah abang
audio_files/Ind014_M_U_C_news_0455.wav|syed mengakui
audio_files/Ind028_F_J_C_news_0949.wav|ego etnisitas
audio_files/Ind096_M_J_C_news_0014.wav|elza bertahan
audio_files/Ind027_F_S_C_news_0892.wav|konflik elit wujud nafsu berkuasa
audio_files/Ind024_F_S_C_news_0823.wav|namun saleh tak memperinci fasilitas umum apa yang rusak
audio_files/Ind081_M_J_C_news_2654.wav|sehubungan kasus penyerobotan tanah kawasan wisata eksklusif nusa dua
audio_files/Ind078_M_B_C_news_2648.wav|serta pasar celancang
audio_files/Ind075_F_S_C_news_2471.wav|kabag humas kodya denpasar
audio_files/Ind092_M_S_C_news_3046.wav|dan membantu pegawai-pegawai jalan kereta api
audio_files/Ind048_M_S_C_news_1580.wav|sesuai catatan yang diberikan saksi-saksi tersebut
audio_files/Ind061_F_S_C_news_2052.wav|amien mengakui adanya ketidaksempurnaan dalam proses tersebut
audio_files/Ind047_M_J_C_news_1550.wav|menurut damsyik wajar saja bila napi menyerang mereka
audio_files/Ind038_F_U_C_news_1325.wav|felix hutabarat
audio_files/Ind050_F_S_C_news_1661.wav|dllaj bandung
audio_files/Ind043_F_U_C_news_1437.wav|dan abdul mucit muzadi
audio_files/Ind026_F_S_C_news_0916.wav|ogah berkomentar
audio_files/Ind088_M_S_C_news_2871.wav|ahmad zaini
audio_files/Ind066_F_J_C_news_2200.wav|untuk cabang golf
audio_files/Ind071_M_J_C_news_2320.wav|kalau ya
audio_files/Ind049_M_S_C_news_1669.wav|merayakan seabad gereja katedral adalah merayakan puncak keagungan sebagai bangunan
audio_files/Ind027_F_S_C_news_0864.wav|menampilkan arswendo atmowiloto
audio_files/Ind033_F_U_C_news_1099.wav|perbankan atau moneter
audio_files/Ind021_M_J_C_news_0677.wav|mereka tidak dapat masuk kota binjai karena diblokir
audio_files/Ind048_M_S_C_news_1558.wav|kalau ya
audio_files/Ind009_F_U_C_news_0352.wav|eh avi
audio_files/Ind088_M_S_C_news_2939.wav|para pengunjuk rasa tersebut memenuhi enam buah bus
audio_files/Ind007_M_J_C_news_0203.wav|tiap akhir pekan
audio_files/Ind096_M_J_C_news_0033.wav|tambah jiang zemin
audio_files/Ind002_M_S_C_news_0122.wav|helai-helai rambut itu sedikit demi sedikit digunting
audio_files/Ind099_M_J_C_news_0094.wav|yang dikenal sebagai mike
audio_files/Ind100_M_B_C_news_0169.wav|pelatih kepala klub nusa mashuri
audio_files/Ind033_F_U_C_news_1145.wav|berapa kurs yang akan dipakai dalam penjualan
